"","Transaction","Item"
"6093",5451,"Cookies"
"6094",5452,"Cake"
"6095",5452,"Toast"
"6096",5452,"Scone"
"6097",5452,"Juice"
"6098",5453,"Cake"
"6099",5453,"Hot chocolate"
"6100",5453,"Tea"
"6101",5454,"Tea"
"6102",5454,"Tea"
"6103",5454,"Soup"
"6104",5454,"Bakewell"
"6105",5455,"Bakewell"
"6106",5455,"Brownie"
"6107",5455,"Cookies"
"6108",5455,"Cake"
"6109",5456,"Cake"
"6110",5457,"Cookies"
"6111",5457,"Cake"
"6112",5458,"Tea"
"6113",5458,"Cookies"
"6114",5460,"Pastry"
"6115",5460,"Medialuna"
"6116",5460,"Juice"
"6117",5460,"Farm House"
"6118",5460,"Brownie"
"6119",5462,"Pastry"
"6120",5462,"Alfajores"
"6121",5463,"Scone"
"6122",5464,"Scone"
"6123",5464,"Pastry"
"6124",5465,"Pastry"
"6125",5466,"Eggs"
"6126",5467,"Toast"
"6127",5468,"Tea"
"6128",5469,"Baguette"
"6129",5470,"Farm House"
"6130",5471,"Medialuna"
"6131",5472,"Farm House"
"6132",5472,"Baguette"
"6133",5473,"The Nomad"
"6134",5473,"Tea"
"6135",5474,"Bakewell"
"6136",5474,"Pastry"
"6137",5474,"Juice"
"6138",5474,"Hot chocolate"
"6139",5475,"Baguette"
"6140",5475,"Bakewell"
"6141",5478,"Pastry"
"6142",5479,"Hot chocolate"
"6143",5479,"Muffin"
"6144",5480,"Scandinavian"
"6145",5481,"Toast"
"6146",5481,"Tea"
"6147",5484,"Medialuna"
"6148",5485,"Tea"
"6149",5486,"Cookies"
"6150",5487,"Frittata"
"6151",5487,"Pastry"
"6152",5487,"Vegan mincepie"
"6153",5489,"Muffin"
"6154",5490,"Medialuna"
"6155",5491,"Cake"
"6156",5492,"Brownie"
"6157",5492,"Frittata"
"6158",5492,"Juice"
"6159",5492,"Smoothies"
"6160",5492,"Scone"
"6161",5493,"Bakewell"
"6162",5495,"Focaccia"
"6163",5496,"The Nomad"
"6164",5496,"Tea"
"6165",5498,"Baguette"
"6166",5500,"Tea"
"6167",5501,"Medialuna"
"6168",5502,"Juice"
"6169",5503,"Hot chocolate"
"6170",5503,"Brownie"
"6171",5504,"Medialuna"
"6172",5506,"Brownie"
"6173",5507,"Scone"
"6174",5508,"Tea"
"6175",5508,"Hot chocolate"
"6176",5508,"Scone"
"6177",5509,"Salad"
"6178",5509,"Extra Salami or Feta"
"6179",5509,"Sandwich"
"6180",5510,"Cake"
"6181",5510,"Jam"
"6182",5511,"Hot chocolate"
"6183",5511,"Brownie"
"6184",5511,"Scone"
"6185",5512,"Bakewell"
"6186",5512,"Cake"
"6187",5513,"Muffin"
"6188",5513,"Cake"
"6189",5514,"Scone"
"6190",5514,"Hot chocolate"
"6191",5515,"Jam"
"6192",5515,"Scone"
"6193",5516,"Hot chocolate"
"6194",5516,"Scone"
"6195",5517,"Scandinavian"
"6196",5520,"Frittata"
"6197",5521,"Focaccia"
"6198",5522,"Gingerbread syrup"
"6199",5525,"Tea"
"6200",5527,"Spanish Brunch"
"6201",5527,"Toast"
"6202",5527,"Juice"
"6203",5528,"Focaccia"
"6204",5529,"Frittata"
"6205",5529,"Salad"
"6206",5529,"Sandwich"
"6207",5531,"Brownie"
"6208",5531,"Tea"
"6209",5532,"Sandwich"
"6210",5534,"Chicken Stew"
"6211",5534,"Sandwich"
"6212",5534,"Sandwich"
"6213",5534,"Tea"
"6214",5535,"Soup"
"6215",5535,"Sandwich"
"6216",5536,"Tea"
"6217",5539,"Valentine's card"
"6218",5541,"Scandinavian"
"6219",5541,"Cake"
"6220",5542,"Focaccia"
"6221",5543,"Scandinavian"
"6222",5543,"Jam"
"6223",5543,"Salad"
"6224",5543,"Extra Salami or Feta"
"6225",5543,"Frittata"
"6226",5543,"Mineral water"
"6227",5544,"Hot chocolate"
"6228",5545,"Cake"
"6229",5545,"Coke"
"6230",5546,"Scone"
"6231",5546,"Tea"
"6232",5547,"Tea"
"6233",5547,"Tea"
"6234",5548,"Cake"
"6235",5548,"Brownie"
"6236",5549,"Brownie"
"6237",5553,"Tea"
"6238",5553,"Scone"
"6239",5556,"Tea"
"6240",5556,"Muffin"
"6241",5557,"Hot chocolate"
"6242",5557,"Tea"
"6243",5557,"Medialuna"
"6244",5558,"Hot chocolate"
"6245",5560,"Tea"
"6246",5561,"Tea"
"6247",5562,"Tea"
"6248",5562,"Juice"
"6249",5562,"Cake"
"6250",5562,"Bakewell"
"6251",5562,"Cookies"
"6252",5562,"Sandwich"
"6253",5566,"Pastry"
"6254",5567,"Baguette"
"6255",5567,"Brownie"
"6256",5569,"Cookies"
"6257",5569,"Pastry"
"6258",5569,"Cookies"
"6259",5571,"Hot chocolate"
"6260",5573,"Pastry"
"6261",5574,"Tea"
"6262",5576,"Pastry"
"6263",5576,"Muffin"
"6264",5577,"Tea"
"6265",5577,"Soup"
"6266",5578,"Cookies"
"6267",5578,"Brownie"
"6268",5579,"Baguette"
"6269",5580,"Baguette"
"6270",5581,"Farm House"
"6271",5583,"Medialuna"
"6272",5583,"Cookies"
"6273",5584,"Farm House"
"6274",5585,"Granola"
"6275",5586,"Spanish Brunch"
"6276",5587,"Cake"
"6277",5587,"Baguette"
"6278",5588,"The Nomad"
"6279",5588,"Farm House"
"6280",5590,"Juice"
"6281",5591,"Spanish Brunch"
"6282",5591,"Extra Salami or Feta"
"6283",5592,"Granola"
"6284",5592,"Pastry"
"6285",5593,"Pastry"
"6286",5595,"Brownie"
"6287",5596,"Spanish Brunch"
"6288",5596,"Smoothies"
"6289",5597,"Pastry"
"6290",5597,"Scone"
"6291",5598,"Hot chocolate"
"6292",5598,"Sandwich"
"6293",5598,"Toast"
"6294",5598,"Cake"
"6295",5600,"Pastry"
"6296",5601,"Hot chocolate"
"6297",5601,"Tea"
"6298",5601,"Alfajores"
"6299",5601,"Medialuna"
"6300",5601,"Medialuna"
"6301",5603,"Tea"
"6302",5604,"Sandwich"
"6303",5604,"Juice"
"6304",5604,"Truffles"
"6305",5604,"Medialuna"
"6306",5604,"Scone"
"6307",5605,"Sandwich"
"6308",5605,"Medialuna"
"6309",5606,"Pastry"
"6310",5606,"Frittata"
"6311",5607,"Frittata"
"6312",5608,"Soup"
"6313",5608,"Sandwich"
"6314",5609,"Sandwich"
"6315",5609,"Salad"
"6316",5610,"Salad"
"6317",5612,"Fudge"
"6318",5612,"Jam"
"6319",5613,"Tea"
"6320",5613,"Hot chocolate"
"6321",5613,"Cake"
"6322",5613,"Medialuna"
"6323",5613,"Medialuna"
"6324",5614,"Bakewell"
"6325",5614,"Hot chocolate"
"6326",5614,"Toast"
"6327",5614,"Chicken Stew"
"6328",5615,"Tea"
"6329",5615,"Pastry"
"6330",5616,"Cookies"
"6331",5616,"Cookies"
"6332",5616,"Cake"
"6333",5616,"Baguette"
"6334",5616,"Cookies"
"6335",5617,"Tea"
"6336",5617,"Cake"
"6337",5617,"Chicken Stew"
"6338",5618,"Spanish Brunch"
"6339",5618,"Hot chocolate"
"6340",5618,"Bakewell"
"6341",5620,"Medialuna"
"6342",5621,"Cake"
"6343",5621,"Scone"
"6344",5621,"Medialuna"
"6345",5621,"Tea"
"6346",5622,"Medialuna"
"6347",5624,"Pastry"
"6348",5626,"Pastry"
"6349",5631,"Pastry"
"6350",5632,"Pastry"
"6351",5634,"Farm House"
"6352",5634,"Jam"
"6353",5634,"Scandinavian"
"6354",5635,"Cookies"
"6355",5636,"Pastry"
"6356",5637,"Sandwich"
"6357",5637,"Sandwich"
"6358",5638,"Cookies"
"6359",5639,"Pastry"
"6360",5641,"Soup"
"6361",5642,"Jam"
"6362",5642,"Fudge"
"6363",5642,"Juice"
"6364",5643,"Baguette"
"6365",5644,"Soup"
"6366",5645,"Soup"
"6367",5646,"Chicken Stew"
"6368",5647,"Tea"
"6369",5648,"Coke"
"6370",5648,"Sandwich"
"6371",5648,"Soup"
"6372",5649,"Soup"
"6373",5650,"Hot chocolate"
"6374",5650,"Cake"
"6375",5652,"Pastry"
"6376",5654,"Farm House"
"6377",5655,"Toast"
"6378",5656,"Cake"
"6379",5658,"Cake"
"6380",5658,"Hot chocolate"
"6381",5660,"Tea"
"6382",5660,"Hot chocolate"
"6383",5660,"Cookies"
"6384",5661,"Hot chocolate"
"6385",5663,"Scandinavian"
"6386",5666,"Toast"
"6387",5667,"Brownie"
"6388",5668,"Pastry"
"6389",5669,"Tea"
"6390",5669,"Sandwich"
"6391",5672,"Juice"
"6392",5673,"Cake"
"6393",5673,"Spanish Brunch"
"6394",5675,"Brownie"
"6395",5675,"Baguette"
"6396",5676,"Pastry"
"6397",5676,"Cake"
"6398",5677,"Hot chocolate"
"6399",5678,"Farm House"
"6400",5679,"Tea"
"6401",5679,"Toast"
"6402",5680,"Tea"
"6403",5680,"Pastry"
"6404",5681,"Pastry"
"6405",5683,"Tea"
"6406",5683,"Sandwich"
"6407",5684,"Farm House"
"6408",5684,"Cookies"
"6409",5685,"Tea"
"6410",5685,"Cake"
"6411",5685,"Bakewell"
"6412",5692,"Cookies"
"6413",5692,"Baguette"
"6414",5693,"Cookies"
"6415",5693,"Cake"
"6416",5693,"Spanish Brunch"
"6417",5694,"Tea"
"6418",5694,"Sandwich"
"6419",5694,"Cake"
"6420",5695,"Cake"
"6421",5697,"Baguette"
"6422",5699,"Coke"
"6423",5699,"Salad"
"6424",5701,"Soup"
"6425",5702,"Sandwich"
"6426",5703,"Brownie"
"6427",5705,"Chicken Stew"
"6428",5705,"Juice"
"6429",5705,"Coke"
"6430",5706,"Baguette"
"6431",5707,"Soup"
"6432",5707,"Tea"
"6433",5708,"Sandwich"
"6434",5708,"Cookies"
"6435",5708,"Tea"
"6436",5709,"Coke"
"6437",5710,"Toast"
"6438",5710,"Cake"
"6439",5711,"Cake"
"6440",5711,"The Nomad"
"6441",5713,"Cookies"
"6442",5713,"Hot chocolate"
"6443",5713,"Tea"
"6444",5713,"Cake"
"6445",5713,"Pastry"
"6446",5714,"Tea"
"6447",5714,"Cake"
"6448",5715,"Tea"
"6449",5716,"Brownie"
"6450",5717,"Cake"
"6451",5717,"Cookies"
"6452",5721,"Pastry"
"6453",5723,"Toast"
"6454",5725,"Farm House"
"6455",5726,"Cake"
"6456",5727,"Hot chocolate"
"6457",5730,"Cake"
"6458",5731,"Cake"
"6459",5732,"Sandwich"
"6460",5732,"Toast"
"6461",5733,"Medialuna"
"6462",5734,"Alfajores"
"6463",5734,"Bakewell"
"6464",5734,"Tea"
"6465",5740,"Baguette"
"6466",5741,"Pastry"
"6467",5742,"Pastry"
"6468",5743,"Baguette"
"6469",5744,"Pastry"
"6470",5744,"Tea"
"6471",5745,"Cake"
"6472",5746,"Sandwich"
"6473",5746,"Coke"
"6474",5747,"Coke"
"6475",5747,"Cake"
"6476",5748,"Hot chocolate"
"6477",5748,"Pastry"
"6478",5749,"Spanish Brunch"
"6479",5749,"Chicken Stew"
"6480",5749,"Tea"
"6481",5749,"Cookies"
"6482",5751,"Cake"
"6483",5755,"Sandwich"
"6484",5756,"Sandwich"
"6485",5757,"Cake"
"6486",5758,"Granola"
"6487",5758,"Extra Salami or Feta"
"6488",5759,"Soup"
"6489",5759,"Juice"
"6490",5760,"Sandwich"
"6491",5761,"Baguette"
"6492",5764,"Hot chocolate"
"6493",5764,"Alfajores"
"6494",5765,"Tea"
"6495",5766,"Cake"
"6496",5766,"Cookies"
"6497",5769,"Cookies"
"6498",5769,"Tea"
"6499",5770,"Vegan mincepie"
"6500",5770,"Cake"
"6501",5771,"Hot chocolate"
"6502",5773,"Juice"
"6503",5773,"Cookies"
"6504",5773,"Brownie"
"6505",5773,"Alfajores"
"6506",5774,"Tea"
"6507",5774,"Truffles"
"6508",5774,"Cookies"
"6509",5775,"Coke"
"6510",5777,"Toast"
"6511",5779,"Cookies"
"6512",5781,"Farm House"
"6513",5783,"Cookies"
"6514",5784,"Baguette"
"6515",5786,"Alfajores"
"6516",5787,"Juice"
"6517",5787,"Hot chocolate"
"6518",5787,"Tea"
"6519",5787,"Pastry"
"6520",5787,"Brownie"
"6521",5789,"Cake"
"6522",5790,"Cake"
"6523",5793,"Juice"
"6524",5793,"Tea"
"6525",5793,"Cake"
"6526",5794,"Tea"
"6527",5794,"Cookies"
"6528",5794,"Sandwich"
"6529",5794,"Juice"
"6530",5795,"Cake"
"6531",5796,"Coke"
"6532",5796,"Alfajores"
"6533",5796,"Hot chocolate"
"6534",5797,"Cake"
"6535",5798,"Sandwich"
"6536",5799,"Tea"
"6537",5799,"Cake"
"6538",5799,"Pastry"
"6539",5800,"Soup"
"6540",5800,"Soup"
"6541",5800,"Farm House"
"6542",5801,"Sandwich"
"6543",5802,"Tea"
"6544",5802,"Mineral water"
"6545",5802,"Soup"
"6546",5802,"Cake"
"6547",5803,"Chicken Stew"
"6548",5803,"Sandwich"
"6549",5804,"Medialuna"
"6550",5805,"Jam"
"6551",5805,"Scandinavian"
"6552",5806,"Cake"
"6553",5807,"Juice"
"6554",5807,"Bare Popcorn"
"6555",5807,"Salad"
"6556",5807,"Extra Salami or Feta"
"6557",5807,"Spanish Brunch"
"6558",5807,"Farm House"
"6559",5808,"Bare Popcorn"
"6560",5809,"Valentine's card"
"6561",5810,"Tea"
"6562",5810,"Sandwich"
"6563",5810,"Cake"
"6564",5811,"Tea"
"6565",5811,"Tea"
"6566",5811,"Spanish Brunch"
"6567",5811,"Chicken Stew"
"6568",5811,"Fudge"
"6569",5811,"Alfajores"
"6570",5813,"Pastry"
"6571",5814,"Alfajores"
"6572",5815,"Cookies"
"6573",5818,"Juice"
"6574",5818,"Cake"
"6575",5818,"Alfajores"
"6576",5819,"Hot chocolate"
"6577",5820,"Coke"
"6578",5820,"Sandwich"
"6579",5822,"Baguette"
"6580",5823,"Cookies"
"6581",5823,"Juice"
"6582",5824,"Cake"
"6583",5828,"Toast"
"6584",5829,"Tea"
"6585",5829,"Toast"
"6586",5829,"Cake"
"6587",5830,"Toast"
"6588",5831,"Cookies"
"6589",5832,"Toast"
"6590",5833,"Pastry"
"6591",5834,"Hot chocolate"
"6592",5834,"Medialuna"
"6593",5835,"Farm House"
"6594",5837,"Farm House"
"6595",5837,"Gingerbread syrup"
"6596",5838,"Pastry"
"6597",5838,"Alfajores"
"6598",5839,"Sandwich"
"6599",5839,"Baguette"
"6600",5840,"Medialuna"
"6601",5842,"Scandinavian"
"6602",5843,"Cookies"
"6603",5844,"Coke"
"6604",5845,"Medialuna"
"6605",5845,"Pastry"
"6606",5846,"Tea"
"6607",5846,"Toast"
"6608",5847,"Alfajores"
"6609",5850,"Sandwich"
"6610",5851,"Alfajores"
"6611",5852,"Truffles"
"6612",5852,"Juice"
"6613",5852,"Pastry"
"6614",5852,"Scone"
"6615",5853,"Scandinavian"
"6616",5855,"Tea"
"6617",5855,"Soup"
"6618",5856,"Soup"
"6619",5856,"Truffles"
"6620",5857,"Soup"
"6621",5857,"Scone"
"6622",5857,"Tea"
"6623",5858,"Truffles"
"6624",5858,"Sandwich"
"6625",5859,"Soup"
"6626",5860,"Cake"
"6627",5861,"Soup"
"6628",5862,"Toast"
"6629",5865,"Tea"
"6630",5866,"Chicken Stew"
"6631",5866,"Toast"
"6632",5868,"Sandwich"
"6633",5868,"Cake"
"6634",5868,"Sandwich"
"6635",5869,"Cake"
"6636",5870,"Cookies"
"6637",5871,"Hot chocolate"
"6638",5871,"Juice"
"6639",5871,"Truffles"
"6640",5871,"Mineral water"
"6641",5871,"Sandwich"
"6642",5871,"Sandwich"
"6643",5872,"Sandwich"
"6644",5874,"Tea"
"6645",5875,"Afternoon with the baker"
"6646",5876,"Tea"
"6647",5876,"Cookies"
"6648",5877,"Soup"
"6649",5878,"Soup"
"6650",5879,"Farm House"
"6651",5880,"Cake"
"6652",5883,"Tea"
"6653",5884,"Eggs"
"6654",5885,"Baguette"
"6655",5885,"Scandinavian"
"6656",5887,"Scone"
"6657",5888,"Eggs"
"6658",5888,"Hot chocolate"
"6659",5888,"Alfajores"
"6660",5889,"Tea"
"6661",5892,"Cake"
"6662",5893,"Pastry"
"6663",5893,"Baguette"
"6664",5894,"Toast"
"6665",5895,"Extra Salami or Feta"
"6666",5896,"Pastry"
"6667",5897,"Scandinavian"
"6668",5898,"Pastry"
"6669",5899,"Cookies"
"6670",5901,"Farm House"
"6671",5902,"Farm House"
"6672",5902,"Cake"
"6673",5905,"Pastry"
"6674",5907,"Toast"
"6675",5907,"Truffles"
"6676",5909,"Jam"
"6677",5914,"Tea"
"6678",5914,"Cake"
"6679",5915,"Brownie"
"6680",5916,"Farm House"
"6681",5918,"Sandwich"
"6682",5919,"Farm House"
"6683",5919,"Pastry"
"6684",5920,"Tea"
"6685",5920,"Truffles"
"6686",5923,"Hot chocolate"
"6687",5924,"Baguette"
"6688",5927,"Scandinavian"
"6689",5927,"Farm House"
"6690",5928,"Pastry"
"6691",5929,"Sandwich"
"6692",5930,"Baguette"
"6693",5931,"Hot chocolate"
"6694",5931,"Cake"
"6695",5932,"Pastry"
"6696",5934,"Cake"
"6697",5934,"Brownie"
"6698",5935,"The Nomad"
"6699",5935,"Granola"
"6700",5935,"Cookies"
"6701",5935,"Pastry"
"6702",5935,"Scone"
"6703",5935,"Tea"
"6704",5937,"Fudge"
"6705",5937,"Cookies"
"6706",5938,"Scandinavian"
"6707",5938,"Alfajores"
"6708",5939,"Scone"
"6709",5940,"Pastry"
"6710",5941,"Tea"
"6711",5941,"Alfajores"
"6712",5941,"Pastry"
"6713",5942,"Pastry"
"6714",5943,"Sandwich"
"6715",5943,"Sandwich"
"6716",5944,"Cake"
"6717",5945,"Medialuna"
"6718",5946,"Brownie"
"6719",5946,"Cake"
"6720",5947,"Cake"
"6721",5947,"Cookies"
"6722",5947,"Tea"
"6723",5947,"Smoothies"
"6724",5948,"Tea"
"6725",5948,"Truffles"
"6726",5949,"Brownie"
"6727",5950,"Spanish Brunch"
"6728",5951,"Scandinavian"
"6729",5952,"Cookies"
"6730",5953,"Mineral water"
"6731",5954,"Spanish Brunch"
"6732",5954,"Juice"
"6733",5954,"Toast"
"6734",5955,"Scone"
"6735",5956,"Tea"
"6736",5956,"Sandwich"
"6737",5957,"Brownie"
"6738",5958,"Sandwich"
"6739",5958,"Sandwich"
"6740",5960,"Chicken Stew"
"6741",5960,"Soup"
"6742",5960,"Sandwich"
"6743",5961,"Sandwich"
"6744",5961,"Sandwich"
"6745",5961,"Salad"
"6746",5961,"Cake"
"6747",5962,"Cake"
"6748",5964,"Cake"
"6749",5964,"Scone"
"6750",5965,"Scone"
"6751",5965,"Cake"
"6752",5966,"Cake"
"6753",5966,"Brownie"
"6754",5967,"Salad"
"6755",5967,"Sandwich"
"6756",5967,"Tea"
"6757",5967,"Tea"
"6758",5967,"Scone"
"6759",5967,"Cookies"
"6760",5968,"Chicken Stew"
"6761",5968,"Truffles"
"6762",5968,"Juice"
"6763",5969,"Alfajores"
"6764",5969,"Spanish Brunch"
"6765",5971,"Hot chocolate"
"6766",5971,"Cake"
"6767",5972,"Cake"
"6768",5973,"Cake"
"6769",5973,"Cake"
"6770",5973,"Hot chocolate"
"6771",5974,"Sandwich"
"6772",5975,"Cookies"
"6773",5976,"Brownie"
"6774",5978,"Cake"
"6775",5978,"Cake"
"6776",5979,"Salad"
"6777",5980,"Cake"
"6778",5980,"Cake"
"6779",5981,"Cake"
"6780",5981,"Salad"
"6781",5981,"Valentine's card"
"6782",5982,"Scandinavian"
"6783",5984,"Brownie"
"6784",5985,"Tea"
"6785",5985,"Tea"
"6786",5985,"Soup"
"6787",5985,"Juice"
"6788",5985,"Cake"
"6789",5986,"Cake"
"6790",5986,"Soup"
"6791",5986,"Soup"
"6792",5988,"Cake"
"6793",5988,"Alfajores"
"6794",5989,"Truffles"
"6795",5989,"Tshirt"
"6796",5991,"Hot chocolate"
"6797",5993,"Juice"
"6798",5994,"Juice"
"6799",5994,"Truffles"
"6800",5994,"Mineral water"
"6801",5995,"Tshirt"
"6802",5996,"Tshirt"
"6803",5997,"Tea"
"6804",5997,"Tea"
"6805",5997,"Hot chocolate"
"6806",5998,"Tshirt"
"6807",5999,"Hot chocolate"
"6808",5999,"Tshirt"
"6809",6000,"Vegan Feast"
"6810",6000,"Tea"
"6811",6001,"Postcard"
"6812",6002,"Tshirt"
"6813",6002,"Coke"
"6814",6003,"Coke"
"6815",6004,"Tshirt"
"6816",6005,"Coke"
"6817",6006,"Truffles"
"6818",6007,"Tshirt"
"6819",6008,"Tshirt"
"6820",6009,"Tea"
"6821",6010,"Coke"
"6822",6011,"Tshirt"
"6823",6011,"Fudge"
"6824",6012,"Hot chocolate"
"6825",6013,"Tshirt"
"6826",6014,"Valentine's card"
"6827",6014,"Tshirt"
"6828",6015,"Tshirt"
"6829",6016,"Tshirt"
"6830",6016,"Postcard"
"6831",6017,"Tshirt"
"6832",6018,"Valentine's card"
"6833",6018,"Tshirt"
"6834",6018,"Postcard"
"6835",6019,"Valentine's card"
"6836",6020,"Valentine's card"
"6837",6021,"Postcard"
"6838",6022,"Nomad bag"
"6839",6022,"Postcard"
"6840",6022,"Tshirt"
"6841",6023,"Tshirt"
"6842",6023,"Postcard"
"6843",6024,"Tshirt"
"6844",6024,"Postcard"
"6845",6025,"Postcard"
"6846",6026,"Postcard"
"6847",6027,"Tshirt"
"6848",6028,"Tshirt"
"6849",6028,"Postcard"
"6850",6029,"Pastry"
"6851",6029,"Pastry"
"6852",6029,"Farm House"
"6853",6030,"Tea"
"6854",6030,"Pastry"
"6855",6030,"Scone"
"6856",6031,"Medialuna"
"6857",6033,"Hot chocolate"
"6858",6035,"Tea"
"6859",6035,"Tea"
"6860",6035,"Pastry"
"6861",6035,"Pastry"
"6862",6037,"Tea"
"6863",6038,"Hot chocolate"
"6864",6038,"Hot chocolate"
"6865",6038,"Medialuna"
"6866",6038,"Scone"
"6867",6038,"Alfajores"
"6868",6038,"Spanish Brunch"
"6869",6040,"Alfajores"
"6870",6040,"Cookies"
"6871",6041,"Sandwich"
"6872",6041,"Sandwich"
"6873",6041,"Scone"
"6874",6042,"Scone"
"6875",6043,"Hot chocolate"
"6876",6043,"Farm House"
"6877",6045,"Hot chocolate"
"6878",6045,"Hot chocolate"
"6879",6045,"Cookies"
"6880",6045,"Cookies"
"6881",6045,"Brownie"
"6882",6045,"Pastry"
"6883",6045,"Baguette"
"6884",6046,"Cake"
"6885",6048,"Tea"
"6886",6048,"Medialuna"
"6887",6048,"Medialuna"
"6888",6048,"Cookies"
"6889",6048,"Cookies"
"6890",6049,"Fudge"
"6891",6049,"Alfajores"
"6892",6050,"Tea"
"6893",6050,"Sandwich"
"6894",6051,"Spanish Brunch"
"6895",6052,"Cake"
"6896",6052,"Alfajores"
"6897",6054,"Pastry"
"6898",6055,"Salad"
"6899",6056,"Cookies"
"6900",6056,"Alfajores"
"6901",6056,"Sandwich"
"6902",6056,"Sandwich"
"6903",6057,"Pastry"
"6904",6058,"Pastry"
"6905",6059,"Sandwich"
"6906",6059,"Coke"
"6907",6061,"Scone"
"6908",6061,"Alfajores"
"6909",6062,"Brownie"
"6910",6062,"Scandinavian"
"6911",6063,"Cake"
"6912",6064,"Cake"
"6913",6064,"Pastry"
"6914",6065,"Cookies"
"6915",6065,"Cake"
"6916",6066,"Hot chocolate"
"6917",6066,"Tea"
"6918",6066,"Alfajores"
"6919",6067,"Cookies"
"6920",6067,"Cake"
"6921",6068,"Scandinavian"
"6922",6070,"Cake"
"6923",6070,"Alfajores"
"6924",6071,"Chicken Stew"
"6925",6071,"Sandwich"
"6926",6071,"Fudge"
"6927",6072,"Sandwich"
"6928",6072,"Fudge"
"6929",6073,"Baguette"
"6930",6073,"Tea"
"6931",6073,"Cake"
"6932",6074,"Tea"
"6933",6075,"Tea"
"6934",6078,"Tea"
"6935",6078,"Sandwich"
"6936",6078,"Sandwich"
"6937",6080,"Spanish Brunch"
"6938",6080,"Chicken Stew"
"6939",6081,"Cookies"
"6940",6081,"Cake"
"6941",6082,"Hot chocolate"
"6942",6082,"Hot chocolate"
"6943",6086,"Tea"
"6944",6086,"Medialuna"
"6945",6091,"Tea"
"6946",6093,"Pastry"
"6947",6095,"Baguette"
"6948",6095,"Pastry"
"6949",6096,"Pastry"
"6950",6096,"Pastry"
"6951",6097,"Cookies"
"6952",6098,"Sandwich"
"6953",6099,"Jam"
"6954",6099,"Pastry"
"6955",6102,"Medialuna"
"6956",6103,"Cookies"
"6957",6103,"Farm House"
"6958",6104,"Cake"
"6959",6108,"Pastry"
"6960",6110,"Toast"
"6961",6113,"Hot chocolate"
"6962",6113,"Toast"
"6963",6115,"Tea"
"6964",6115,"Cake"
"6965",6115,"Scone"
"6966",6116,"Pastry"
"6967",6117,"Sandwich"
"6968",6118,"Baguette"
"6969",6121,"Sandwich"
"6970",6123,"Soup"
"6971",6125,"Truffles"
"6972",6125,"Scone"
"6973",6126,"Mineral water"
"6974",6126,"Sandwich"
"6975",6126,"Spanish Brunch"
"6976",6126,"Alfajores"
"6977",6126,"Truffles"
"6978",6126,"Tea"
"6979",6129,"Fudge"
"6980",6129,"Fudge"
"6981",6130,"Fudge"
"6982",6131,"Truffles"
"6983",6132,"Cake"
"6984",6133,"Cake"
"6985",6133,"Juice"
"6986",6134,"Truffles"
"6987",6134,"Sandwich"
"6988",6134,"Spanish Brunch"
"6989",6134,"Brownie"
"6990",6135,"Medialuna"
"6991",6135,"Tea"
"6992",6135,"Brownie"
"6993",6135,"Tea"
"6994",6135,"Soup"
"6995",6135,"Soup"
"6996",6136,"Cake"
"6997",6136,"Chicken Stew"
"6998",6137,"Tea"
"6999",6137,"Cake"
"7000",6139,"Cookies"
"7001",6139,"Tea"
"7002",6139,"Tea"
"7003",6140,"Juice"
"7004",6140,"Alfajores"
"7005",6142,"Brownie"
"7006",6142,"Juice"
"7007",6142,"Farm House"
"7008",6143,"Juice"
"7009",6143,"Cookies"
"7010",6143,"Brownie"
"7011",6143,"Tea"
"7012",6144,"Cake"
"7013",6144,"Brownie"
"7014",6146,"Scone"
"7015",6147,"Tea"
"7016",6147,"Brownie"
"7017",6147,"Toast"
"7018",6149,"Pastry"
"7019",6149,"Medialuna"
"7020",6149,"Hot chocolate"
"7021",6151,"Sandwich"
"7022",6152,"Farm House"
"7023",6153,"Hot chocolate"
"7024",6154,"Hot chocolate"
"7025",6155,"Hot chocolate"
"7026",6156,"Tea"
"7027",6156,"Toast"
"7028",6156,"Baguette"
"7029",6158,"Scandinavian"
"7030",6158,"Nomad bag"
"7031",6160,"Pastry"
"7032",6163,"Cake"
"7033",6165,"Pastry"
"7034",6165,"Brownie"
"7035",6166,"Pastry"
"7036",6168,"Salad"
"7037",6171,"Cake"
"7038",6171,"Alfajores"
"7039",6173,"Eggs"
"7040",6174,"Tea"
"7041",6176,"Farm House"
"7042",6177,"Alfajores"
"7043",6178,"Pastry"
"7044",6179,"Juice"
"7045",6179,"Chicken Stew"
"7046",6180,"Chicken Stew"
"7047",6180,"Chocolates"
"7048",6181,"Soup"
"7049",6182,"Chicken Stew"
"7050",6182,"Juice"
"7051",6182,"Eggs"
"7052",6182,"Cake"
"7053",6183,"Cake"
"7054",6183,"Cake"
"7055",6183,"Hot chocolate"
"7056",6184,"Cake"
"7057",6185,"Farm House"
"7058",6187,"Baguette"
"7059",6188,"Soup"
"7060",6189,"Spanish Brunch"
"7061",6189,"Tea"
"7062",6190,"Cake"
"7063",6191,"Tea"
"7064",6191,"Tea"
"7065",6191,"Spanish Brunch"
"7066",6192,"Brownie"
"7067",6192,"Truffles"
"7068",6193,"Hot chocolate"
"7069",6193,"Cake"
"7070",6194,"Alfajores"
"7071",6195,"Tea"
"7072",6197,"Alfajores"
"7073",6198,"Smoothies"
"7074",6198,"Mineral water"
"7075",6198,"Alfajores"
